n,file,score,confidence,query,serp_position,source_domain,source_page,image_url,title,source_size,output_size,kb,quality_note,orig_file
1,vigo-collezione-n-5.jpg,37.6,media,"""Collezione n. 5"" ""Nanda Vigo"" ""collezione di tavoli, tavolini e contenitori""",6,cambiaste.com,https://www.cambiaste.com/it/asta-0838/nanda-vigo-tavolo-mod-block-277906,https://imageapi.cambiaste.com/api/lotto/immagine/277906.jpg,Nanda Vigo : Tavolo mod. Block - Asta Design - Cambi Casa d'Aste,4000x4000,1600x1600,274.7,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 4000x4000, 464.4KB; sfondo non pulito/ambientato ai bordi (38%); q=96; immagine preservata intera: sorgente 4000x4000; niente scontorno/crop",
2,vigo-collezione-n-52.jpg,8.4,media,"""Collezione n. 5"" ""Nanda Vigo"" ""collezione di tavoli, tavolini e contenitori""",12,cambiaste.com,https://www.cambiaste.com/it/asta-1165/nanda-vigo-tavolo-basso-364785,https://imageapi.cambiaste.com/api/lotto/immagine/364785/0/600.jpg,Nanda Vigo : Tavolo basso - Asta Design - Cambi Casa d'Aste,600x600,1600x1600,105.3,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (600x600); sfondo chiaro pulito ai bordi (89%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
1,sarfatti-mod-566.jpg,47.6,alta,"""Mod. 566"" ""Gino Sarfatti""",5,ebay.it,https://www.ebay.it/itm/186400404819,https://i.ebayimg.com/images/g/xywAAOSwQh9mF7XZ/s-l400.jpg,Gino Sarfatti Arteluce lampada tavolo design Mod.566 vintage etichetta  originale | eBay,348x400,1600x1600,106.0,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (348x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 348x400; niente scontorno/crop,
2,sarfatti-mod-5662.jpg,47.4,alta,"""Mod. 566"" ""Gino Sarfatti""",6,mutualart.com,https://www.mutualart.com/Artwork/Lampada-da-tavolo-mod--566/C344C15EBB005D5D,https://media.mutualart.com/Images/2020_07/17/07/073345040/bfeaf03b-8603-4481-977c-3d2bf1ac5f96_570.Jpeg,Gino Sarfatti | Lampada da tavolo mod. 566 (1956) | MutualArt,520x525,1600x1600,113.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (520x525); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 520x525; niente scontorno/crop,
1,sarfatti-mod-573.jpg,51.8,alta,"""Mod. 573"" ""Gino Sarfatti""",4,cambiaste.com,https://www.cambiaste.com/it/asta-1095/gino-sarfatti-lampada-da-tavolo-orientabile-mod-573-342001,https://imageapi.cambiaste.com/api/lotto/immagine/342001/0/600.jpg,Gino Sarfatti : Lampada da tavolo orientabile mod. 573 - Asta Design 200 -  Cambi Casa d'Aste,600x600,1600x1600,112.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x600); sfondo non pulito/ambientato ai bordi (28%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
2,sarfatti-mod-5732.jpg,82.6,alta,"""Mod. 573"" ""Gino Sarfatti""",5,1stdibs.com,https://www.1stdibs.com/it/furniture/lighting/table-lamps/20th-century-gino-sarfatti-for-arteluce-table-lamp-mod-573/id-f_48135052/,https://a.1stdibscdn.com/20th-century-gino-sarfatti-for-arteluce-table-lamp-mod-573-for-sale/1121189/f_481350521767188294062/48135052_datamatics.jpg?width=768,"20th Century, Gino Sarfatti for Arteluce Table Lamp mod. 573",768x768,1600x1600,123.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x768); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
1,sarfatti-mod-1074.jpg,46.8,media,"""Mod. 1074"" ""Gino Sarfatti""",5,midmod-design.com,https://midmod-design.com/product/gino-sarfatti-arteluce-model-1074-floor-lamp-1956/,https://midmod-design.com/wp-content/uploads/2019/08/5363ba1376381-groot2-990x652.jpeg,Gino Sarfatti Arteluce model 1074 floor lamp 1956 – Mid Mod Design,990x652,1600x1600,144.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (990x652); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 990x652; niente scontorno/crop,
2,sarfatti-mod-10742.jpg,47.4,alta,"""Mod. 1074"" ""Gino Sarfatti""",6,mutualart.com,https://www.mutualart.com/Artwork/Lampada-da-terra-mod--1074/C3F0137A17EA1218F2778AF93F89709D,https://media.mutualart.com/Images/2022_03/19/16/160904658/5422e10e-06cd-40f7-acbb-109c8f9b9d80_570.Jpeg,Gino Sarfatti | Lampada da terra mod. 1074 (1957) | MutualArt,570x570,1600x1600,98.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (570x570); sfondo non pulito/ambientato ai bordi (81%); q=96; immagine preservata intera: sorgente 570x570; niente scontorno/crop,
1,sarfatti-mod-222.jpg,52.0,media,"""Mod. 222"" ""Gino Sarfatti""",23,1stdibs.com,https://www.1stdibs.com/buy/sarfatti-600/,https://a.1stdibscdn.com/pair-of-gino-sarfatti-vintage-model-600-for-arteluce-table-lamps-for-sale/f_8328/f_420428521730135819875/f_42042852_1730135821097_bg_processed.jpg,Sarfatti 600 - 20 For Sale on 1stDibs,2562x2562,1600x1600,392.1,"OK; sorgente 2562x2562, 253.1KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2562x2562; niente scontorno/crop",
1,sarfatti-mod-228.jpg,71.0,alta,"""Mod. 228"" ""Gino Sarfatti""",3,1stdibs.com,https://www.1stdibs.com/it/arredi/illuminazione/lampade-da-parete-e-applique/lampada-da-parete-mod228-gino-sarfatti/id-f_47964262/,https://a.1stdibscdn.com/wall-lamp-mod228-gino-sarfatti-for-sale/f_82492/f_479642621765546980976/f_47964262_1765546981275_bg_processed.jpg?width=768,"Lampada da parete ""Mod.228"" - Gino Sarfatti in vendita su 1stDibs Italia",768x768,1600x1600,159.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x768); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
2,sarfatti-mod-2282.jpg,63.4,alta,"""Mod. 228"" ""Gino Sarfatti""",6,pamono.eu,https://www.pamono.eu/mod-228-wall-lamps-by-gino-sarfatti-for-arteluce-1950s-set-of-2?srsltid=AfmBOoo8jeE0ShjrzQwwn65QCOb540q3AoWFoml3G50JWSiZ71OaYqtO,https://cdn20.pamono.com/p/g/2/2/2239313_r0g1gi10xb/mod-228-wall-lamps-by-gino-sarfatti-for-arteluce-1950s-set-of-2-2.png,"Mod. 228 Wall Lamps by Gino Sarfatti for Arteluce, 1950s, Set of 2 for sale  at Pamono",531x400,1600x1600,88.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (531x400); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 531x400; niente scontorno/crop,
1,sarfatti-mod-7.jpg,42.0,media,"""Mod. 7"" ""Gino Sarfatti"" ""lampada da parete / tavolo""",4,pamono.it,https://www.pamono.it/lampada-da-parete-tavolo-modello-7-attribuita-a-gino-sarfatti-per-arteluce-1957?srsltid=AfmBOopbgqyV33P-0V2pwstWkPObRaJbEHaQbbbZNR_KXXO81EmaPryZ,https://cdn20.pamono.com/p/g/1/9/1992848_y2nwavgzjk/lampada-da-parete-tavolo-modello-7-attribuita-a-gino-sarfatti-per-arteluce-1957-immagine-5.jpg,"Lampada da parete/tavolo modello 7 attribuita a Gino Sarfatti per Arteluce,  1957 in vendita su Pamono",599x400,1600x1600,91.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
2,sarfatti-mod-72.jpg,40.8,media,"""Mod. 7"" ""Gino Sarfatti"" ""lampada da parete / tavolo""",5,pamono.it,https://www.pamono.it/lampada-da-parete-tavolo-modello-7-attribuita-a-gino-sarfatti-per-arteluce-1957?srsltid=AfmBOoqoVVWS6rs-yJqrmlB3kzBuO-EgSHQCjArpW3a4L2m9jmPjS-67,https://cdn20.pamono.com/p/g/1/9/1992848_bhjufrysdk/lampada-da-parete-tavolo-modello-7-attribuita-a-gino-sarfatti-per-arteluce-1957-immagine-8.jpg,"Lampada da parete/tavolo modello 7 attribuita a Gino Sarfatti per Arteluce,  1957 in vendita su Pamono",599x400,1600x1600,103.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
1,sarfatti-mod-142.jpg,75.8,alta,"""Mod. 142"" ""Gino Sarfatti""",4,pamono.eu,https://www.pamono.eu/mod-142-table-or-wall-lamp-by-gino-sarfatti-for-arteluce-italy-1960s?srsltid=AfmBOoowX2OREvow6zN3vlo17DVrM7ppogV4fEJWBLbVFhRdqjLjPFwv,https://cdn20.pamono.com/p/g/1/2/1259819_jrhhedz1np/mod-142-table-or-wall-lamp-by-gino-sarfatti-for-arteluce-italy-1960s-4.jpg,"Mod. 142 Table or Wall Lamp by Gino Sarfatti for Arteluce, Italy, 1960s for  sale at Pamono",384x400,1600x1600,99.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (384x400); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 384x400; niente scontorno/crop,
2,sarfatti-mod-1422.jpg,74.6,alta,"""Mod. 142"" ""Gino Sarfatti""",5,pamono.eu,https://www.pamono.eu/mod-142-table-or-wall-lamp-by-gino-sarfatti-for-arteluce-italy-1960s?srsltid=AfmBOooyBywXiOHdJ9ODUO8Avp_tM4LMxric82bywzOLORrt8nUjYJUj,https://cdn20.pamono.com/p/g/1/2/1259819_4sn7ms8dzf/mod-142-table-or-wall-lamp-by-gino-sarfatti-for-arteluce-italy-1960s-2.jpg,"Mod. 142 Table or Wall Lamp by Gino Sarfatti for Arteluce, Italy, 1960s for  sale at Pamono",390x400,1600x1600,100.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (390x400); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 390x400; niente scontorno/crop,
1,sarfatti-mod-2097-18.jpg,130.6,media,"""Mod. 2097/18"" ""Gino Sarfatti""",1,flos.com,https://flos.com/it/it/2097-18/M-2097-18.html,https://flos.com/on/demandware.static/-/Sites-FLOS-master/default/dw7e127d03/images/packshot/DECORATIVE/DECORATIVE_SUSPENSION_2097/A1352031/2097-18-suspension-sarfatti-flos-A1352031-product-still-life-big-2.jpg,2097/18,2300x2300,1600x1600,148.0,"OK; sorgente 2300x2300, 190.1KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2300x2300; niente scontorno/crop",
2,sarfatti-mod-2097-182.jpg,71.8,alta,"""Mod. 2097/18"" ""Gino Sarfatti""",14,d9studio.net,https://d9studio.net/products/flos-mod-2097-18-chrome-led?srsltid=AfmBOoqO5bmdVD9SHLhLxRal-6RmWKYR_WcnkpNmJxLXBFrsHSCAVATy,https://d9studio.net/cdn/shop/products/Flos-Mod-2097-18-Chrome-LED-FLOS-1645080009.jpg?v=1645080010&width=1200,Flos Mod 2097/18 Chrome LED フロス クローム LED電球 Gino Sarfatti – D9 STUDIO,1200x1200,1600x1600,202.4,"OK; sorgente 1200x1200, 84.7KB; sfondo chiaro pulito ai bordi (93%); q=96; immagine preservata intera: sorgente 1200x1200; niente scontorno/crop",
1,sarfatti-mod-2097-50.jpg,75.4,alta,"""Mod. 2097/50"" ""Gino Sarfatti""",1,cambiaste.com,https://www.cambiaste.com/it/asta-0619/gino-sarfatti-lampada-a-sospensione-mod-209750-ad-altezza-regolabile-243572,https://imageapi.cambiaste.com/api/lotto/immagine/243572.jpg,Lampada a sospensione mod. 2097/50 ad altezza regolabile,1051x1200,1600x1600,334.3,"FALLBACK_DA_CONTROLLARE; sorgente 1051x1200, 102.2KB; sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 1051x1200; niente scontorno/crop",
2,sarfatti-mod-2097-502.jpg,60.2,alta,"""Mod. 2097/50"" ""Gino Sarfatti""",2,incanto.auction,https://www.incanto.auction/uk/auction-0090/gino-sarfatti-lampadario-mod-2097-50-prima-30071,https://api.incanto.auction/api/lotto/immagine/30071/0/600.jpg,"Gino Sarfatti : Lampadario mod. 2097/50, prima - Auction Design - Incanto  Casa d'Aste e Galleria",600x900,1600x1600,186.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x900); sfondo non pulito/ambientato ai bordi (31%); q=96; immagine preservata intera: sorgente 600x900; niente scontorno/crop,
1,sarfatti-mod-237-1.jpg,73.8,alta,"""Mod. 237/1"" ""Gino Sarfatti""",4,creazionidinterni.it,https://www.creazionidinterni.it/product/gino-sarfatti-per-arteluce-coppia-di-applique-mod-237-1/,https://www.creazionidinterni.it/wp-content/uploads/2022/07/Gino-Sarfatti-per-Arteluce-coppia-di-applique-mod.-2371-6.jpeg,Gino Sarfatti per Arteluce Coppia di applique mod. 237/1 - Creazioni  D'interni,1536x1536,1600x1600,295.7,"FALLBACK_DA_CONTROLLARE; sorgente 1536x1536, 179.1KB; sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 1536x1536; niente scontorno/crop",
1,sarfatti-mod-237-2.jpg,79.4,alta,"""Mod. 237/2"" ""Gino Sarfatti""",1,massimocaiafadesign.com,https://www.massimocaiafadesign.com/prodotto/coppia-di-lampade-da-parete-mod-238-2-gino-sarfcatti-per-arteluce-italia-1960/,https://www.massimocaiafadesign.com/wp-content/uploads/2024/01/1A-7-scaled.jpg,"Coppia di Lampade da Parete Mod. 237/2 Gino Sarfatti per Arteluce, Italia  1960",2560x1815,1600x1600,243.3,"FALLBACK_DA_CONTROLLARE; sorgente 2560x1815, 177.6KB; sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 2560x1815; niente scontorno/crop",
2,sarfatti-mod-237-22.jpg,60.2,alta,"""Mod. 237/2"" ""Gino Sarfatti""",2,shop.mohd.it,https://shop.mohd.it/it/le-sfere-mod-237-2-lampada-da-parete.html,"https://cdn.mohd.it/cache/image/width=800,format=webp/media/catalog/product/l/e/le-sfere-237-2-wall-lamp-by-astep.jpg",Astep Le Sfere Mod. 237/2 Lampada da Parete,800x600,1600x1600,88.2,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (800x600); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 800x600; niente scontorno/crop,
1,sarfatti-mod-2-2.jpg,74.2,alta,"""Mod. 2/2"" ""Gino Sarfatti"" ""Arteluce""",2,cambiaste.com,https://www.cambiaste.com/it/asta-0687/gino-sarfatti-coppia-di-appliques-mod-22-px-247385,https://imageapi.cambiaste.com/api/lotto/immagine/247385.jpg,Gino Sarfatti : Coppia di appliques mod. 2/2 px. - Asta Fine Design - Cambi  Casa d'Aste,800x1200,1600x1600,94.0,FALLBACK_DA_CONTROLLARE; file sorgente troppo leggero (17.1KB); sfondo non pulito/ambientato ai bordi (76%); q=96; immagine preservata intera: sorgente 800x1200; niente scontorno/crop,
2,sarfatti-mod-2-22.jpg,50.6,alta,"""Mod. 2/2"" ""Gino Sarfatti"" ""Arteluce""",5,cambiaste.com,https://www.cambiaste.com/it/asta-1133/gino-sarfatti-tre-lampade-da-parete-mod-22-px-344711,https://imageapi.cambiaste.com/api/lotto/immagine/272506/0/600,Gino Sarfatti : Tre lampade da parete mod. 2/2 px - Asta Design Lab - Cambi  Casa d'Aste,600x600,1600x1600,148.0,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x600); sfondo non pulito/ambientato ai bordi (60%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
1,sarfatti-mod-237-3.jpg,77.4,alta,"""Mod. 237/3"" ""Gino Sarfatti""",1,cambiaste.com,https://www.cambiaste.com/it/asta-0833/gino-sarfatti-due-lampade-a-parete-mod-2373-278014,https://imageapi.cambiaste.com/api/lotto/immagine/278014.jpg,Gino Sarfatti : Due lampade a parete mod. 237/3 - Asta Design200 - Cambi  Casa d'Aste,4000x4000,1600x1600,396.1,"FALLBACK_DA_CONTROLLARE; sorgente 4000x4000, 696.6KB; sfondo non pulito/ambientato ai bordi (9%); q=96; immagine preservata intera: sorgente 4000x4000; niente scontorno/crop",
2,sarfatti-mod-237-32.jpg,43.2,media,"""Mod. 237/3"" ""Gino Sarfatti""",3,colasantiaste.com,https://www.colasantiaste.com/it/asta-0107-1/gino-sarfatti-gino-sarfatti-prod-arteluce-2-37034,https://api.colasantiaste.it/api/lotto/immagine/37034.jpg,"Gino Sarfatti, prod. Arteluce (2) (Italia, 1959) - Asta Design e Arti  Decorative del 900 - I - Colasanti",2400x2400,1600x1600,227.9,"FALLBACK_DA_CONTROLLARE; sorgente 2400x2400, 225.9KB; sfondo non pulito/ambientato ai bordi (65%); q=96; immagine preservata intera: sorgente 2400x2400; niente scontorno/crop",
1,sarfatti-mod-1086.jpg,32.6,alta,"""Mod. 1086"" ""Gino Sarfatti""",10,finarte.it,https://www.finarte.it/asta/design-e-arti-decorative-milano-2021-04-28/gino-sarfatti-lampada-da-terra-mod-1086-62383,https://api.finarte.it/api/lotto/immagine/62469/0/300.jpg,"Gino Sarfatti - Lampada da terra mod. 1086 1961 | Design e Arti Decorative  | Finarte, casa d'aste",300x450,1600x1600,85.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (300x450); sfondo non pulito/ambientato ai bordi (16%); q=96; immagine preservata intera: sorgente 300x450; niente scontorno/crop,
2,sarfatti-mod-10862.jpg,49.4,media,"""Mod. 1086"" ""Gino Sarfatti""",11,artcurial.com,https://www.artcurial.com/en/sales/4194/lots/112-a,https://storage.googleapis.com/art-fr-maya-prod-inventory/FR/662/10723662_Vue.jpg,Lampadaire mod. 1086 - modèle créé en 1961,3300x4400,1600x1600,249.8,"FALLBACK_DA_CONTROLLARE; sorgente 3300x4400, 390.7KB; sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 3300x4400; niente scontorno/crop",
1,sarfatti-mod-2121.jpg,54.2,alta,"""Mod. 2121"" ""Gino Sarfatti""",2,cambiaste.com,https://www.cambiaste.com/uk/auction-0833/gino-sarfatti-lampada-a-sospensione-mod-2121-279157,https://imageapi.cambiaste.com/api/lotto/immagine/279157/0/600.jpg,Gino Sarfatti : Lampada a sospensione mod. 2121 - Auction Design200 - Cambi  Casa d'Aste,600x600,1600x1600,130.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x600); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
2,sarfatti-mod-21212.jpg,63.0,alta,"""Mod. 2121"" ""Gino Sarfatti""",3,incanto.auction,https://www.incanto.auction/it/asta-0230/sarfatti-gino-gino-sarfatti-lampada-a-sospensione-con-saliscendi-mod-2-63313,https://api.incanto.auction/api/lotto/immagine/63313.jpg,Gino Sarfatti : Lampada a sospensione con saliscendi mod. 2121 - Asta Puro  Design - Incanto Casa d'Aste e Galleria,1333x2000,1600x1600,320.0,"FALLBACK_DA_CONTROLLARE; sorgente 1333x2000, 207.4KB; sfondo non pulito/ambientato ai bordi (29%); q=96; immagine preservata intera: sorgente 1333x2000; niente scontorno/crop",
1,sarfatti-mod-595.jpg,42.0,media,"""Mod. 595"" ""Gino Sarfatti""",4,pamono.it,https://www.pamono.it/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961?srsltid=AfmBOorZxSZj1fIzb30YPP9orxeVOFX3P0UaKSnHCUIszpcTZHUDS4XV,https://cdn20.pamono.com/p/g/2/3/2320477_3rujkvrb26/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961-immagine-3.jpg,"Lampada da tavolo modello 595 attribuita a Gino Sarfatti per Arteluce,  Italia, 1961",599x400,1600x1600,85.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
2,sarfatti-mod-5952.jpg,40.8,media,"""Mod. 595"" ""Gino Sarfatti""",5,pamono.it,https://www.pamono.it/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961?srsltid=AfmBOorVpr_jRPjb8aFDIr98PE_9NzXK4S_7W3qEJuIEmnDPUXxuh8Tu,https://cdn20.pamono.com/p/g/2/3/2320477_69ofsno8ng/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961-immagine-16.jpg,"Lampada da tavolo modello 595 attribuita a Gino Sarfatti per Arteluce,  Italia, 1961",599x400,1600x1600,139.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
1,sarfatti-mod-595-p.jpg,42.0,media,"""Mod. 595/P"" ""Gino Sarfatti""",4,pamono.it,https://www.pamono.it/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961?srsltid=AfmBOopfoh0rRvjzHAvdwtVj9AABJZfVbyLCftOhNBFEfC4tZCcl9sDR,https://cdn20.pamono.com/p/g/2/3/2320477_3rujkvrb26/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961-immagine-3.jpg,"Lampada da tavolo modello 595 attribuita a Gino Sarfatti per Arteluce,  Italia, 1961",599x400,1600x1600,85.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
2,sarfatti-mod-595-p2.jpg,40.8,media,"""Mod. 595/P"" ""Gino Sarfatti""",5,pamono.it,https://www.pamono.it/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961?srsltid=AfmBOoobYj8c64i0e21yTtL1L7jjFBeFjh-sAehMw3_DE7RajLDVizaA,https://cdn20.pamono.com/p/g/2/3/2320477_69ofsno8ng/lampada-da-tavolo-modello-595-attribuita-a-gino-sarfatti-per-arteluce-italia-1961-immagine-16.jpg,"Lampada da tavolo modello 595 attribuita a Gino Sarfatti per Arteluce,  Italia, 1961",599x400,1600x1600,139.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
1,sarfatti-mod-1084.jpg,44.4,media,"""Mod. 1084"" ""Gino Sarfatti""",2,pamono.it,https://www.pamono.it/1084-lampada-da-terra-attribuita-a-gino-sarfatti-per-arteluce-italia-1962?srsltid=AfmBOorO6b8VotVtYEmKpxytlTa5fLqpafL89zpZPpIzfwEWf5F27C5G,https://cdn20.pamono.com/p/g/2/5/2549515_wlhb74a8bf/1084-lampada-da-terra-attribuita-a-gino-sarfatti-per-arteluce-italia-1962-immagine-1.jpg,"1084 Lampada da terra attribuita a Gino Sarfatti per Arteluce, Italia, 1962",400x400,1600x1600,74.0,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (400x400); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 400x400; niente scontorno/crop,
2,sarfatti-mod-10842.jpg,42.0,media,"""Mod. 1084"" ""Gino Sarfatti""",4,pamono.it,https://www.pamono.it/1084-lampada-da-terra-attribuita-a-gino-sarfatti-per-arteluce-italia-1962?srsltid=AfmBOop0lMd7CGm5weyDdSYMwBjXuj-_FH27ZjHCgHjZVj1J_goJrEx4,https://cdn20.pamono.com/p/g/2/5/2549515_n8488y9h8b/1084-lampada-da-terra-attribuita-a-gino-sarfatti-per-arteluce-italia-1962-immagine-8.jpg,"1084 Lampada da terra attribuita a Gino Sarfatti per Arteluce, Italia, 1962",599x400,1600x1600,101.9,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (599x400); sfondo non pulito/ambientato ai bordi (3%); q=96; immagine preservata intera: sorgente 599x400; niente scontorno/crop,
1,sarfatti-mod-3055.jpg,55.4,alta,"""Mod. 3055"" ""Gino Sarfatti""",1,cambiaste.com,https://www.cambiaste.com/it/asta-1166/gino-sarfatti-sei-plafoniere-mod-305537-366019,https://imageapi.cambiaste.com/api/lotto/immagine/366019/0/600.jpg,Gino Sarfatti : Sei plafoniere mod 3055/37 - Asta Fine Design - Cambi Casa  d'Aste,600x600,1600x1600,109.4,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (600x600); sfondo non pulito/ambientato ai bordi (72%); q=96; immagine preservata intera: sorgente 600x600; niente scontorno/crop,
2,sarfatti-mod-30552.jpg,58.6,alta,"""Mod. 3055"" ""Gino Sarfatti""",5,cambiaste.com,https://www.cambiaste.com/it/asta-1030/gino-sarfatti-dodici-lampade-a-parete-mod-305525-327813,https://imageapi.cambiaste.com/api/lotto/immagine/327813/0/800.jpg,Gino Sarfatti : Dodici lampade a parete mod. 3055/25 - Asta Design 200 -  Cambi Casa d'Aste,800x791,1600x1600,122.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (800x791); sfondo chiaro pulito ai bordi (97%); q=96; immagine preservata intera: sorgente 800x791; niente scontorno/crop,
1,sarfatti-mod-586-s.jpg,36.8,alta,"""Mod. 586/S"" ""Gino Sarfatti""",59,etsy.com,https://www.etsy.com/dk-en/listing/695842652/1-of-10-gino-sarfatti-mod-586s-wall,https://i.etsystatic.com/16487696/r/isla/8d6678/80805582/isla_500x500.80805582_cwfdv7j4.jpg,"1 of 10 Gino Sarfatti Mod. 586/s Wall / Ceiling Lamp for Arteluce, Italy  1940s - Etsy Denmark",500x500,1600x1600,150.2,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (500x500); sfondo non pulito/ambientato ai bordi (64%); q=96; immagine preservata intera: sorgente 500x500; niente scontorno/crop,
1,sarfatti-mod-2042-3.jpg,61.8,alta,"""Mod. 2042/3"" ""Gino Sarfatti""",4,incanto.auction,https://www.incanto.auction/uk/auction-0216/sarfatti-gino-gino-sarfatti-lampada-a-plafone-mod-20423-50873,https://api.incanto.auction/api/lotto/immagine/50873/2.jpg,Gino Sarfatti : Lampada a plafone mod. 2042/3 - Auction Design First -  Incanto Casa d'Aste e Galleria,1200x1800,1600x1600,283.9,"FALLBACK_DA_CONTROLLARE; sorgente 1200x1800, 76.6KB; sfondo non pulito/ambientato ai bordi (19%); q=96; immagine preservata intera: sorgente 1200x1800; niente scontorno/crop",
2,sarfatti-mod-2042-32.jpg,48.6,alta,"""Mod. 2042/3"" ""Gino Sarfatti""",5,mutualart.com,https://www.mutualart.com/Artwork/Two-works-di-lampade-a-plafone-mod--2042/71E8D2B73DF1120A,https://media.mutualart.com/Images/2020_10/22/09/094601717/0a6bc480-6081-4cce-9eb5-3f5975af0874_570.Jpeg,Gino Sarfatti | Two works di lampade a plafone mod. 2042/3 (1960) |  MutualArt,481x525,1600x1600,120.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (481x525); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 481x525; niente scontorno/crop,
